2018-03-07_0050_root3       NaN
2018-03-07_0050_root3   94.0856
2018-03-07_0100_root3  101.8887
2018-03-07_0110_root3   90.0000
2018-03-07_0120_root3       NaN
2018-03-07_0130_root3   80.9097
2018-03-07_0140_root3   63.4349
2018-03-07_0150_root3   67.7510
